,Customer_Code,AddressGeographicalX,AddressGeographicalY,cluster
23145,LQ500019,30.3,50.5,450
23146,LQ500016,30.3,50.5,450
23147,LQ500014,30.3,50.5,450
23148,LN400006,30.369451,50.464962,480
23149,LN400004,30.366168,50.457477000000004,356
23150,U0005248,30.490236,50.456893,481
23151,A7100072,30.498540999999996,50.485468,130
23153,A7100074,30.411665999999997,50.473618,358
23154,A7100075,30.620094,50.463316999999996,163
23155,A7100076,30.613381,50.457570000000004,94
23156,A7100077,30.644726000000002,50.412656,309
23157,A7100078,30.667568,50.407068,292
23158,A7100079,30.593376,50.456295000000004,482
23159,A7100080,30.631915000000003,50.395721,319
23160,A7100082,30.622587,50.445254999999996,483
23161,A7100083,30.396123,50.482996,449
23162,A7100085,30.659533000000003,50.416343,290
23163,A7100088,30.655138,50.407745,288
23164,A7100089,30.649983000000002,50.42208,365
23165,A7100091,30.449424,50.506034,189
23166,A7100092,30.636308000000003,50.394648,306
23167,A7100093,30.654413,50.40365,310
23168,A7100094,30.603984999999998,50.393083000000004,484
23169,A7100095,30.450583,50.514109000000005,188
23170,A7100096,30.625536,50.443913,321
23171,A7100098,30.590338,50.449288,1780
23173,U0005089,30.372081,50.45762,486
23174,A7100099,30.450196000000002,50.510593,1750
23175,A7100100,30.64563,50.411933000000005,309
23177,A7100101,30.636988,50.400365,369
23178,A7100102,30.603968,50.497825,155
23179,A7100103,30.465946000000002,50.454321,1819
23180,A7100069,30.530521000000004,50.404403,489
23181,A7100066,30.439613,50.514691,1734
23182,A7100065,30.495226000000002,50.523233000000005,119
23183,A7100064,30.555695,50.364301,491
23184,LN400002,30.373559999999998,50.459089,492
23190,LN300033,30.374840000000003,50.401045,493
23191,LN300032,30.379549,50.399083000000005,494
23192,LN300030,30.359467,50.429132,1820
23193,A7100003,30.448463,50.474069,23
23194,A7100004,30.458240000000004,50.424355,93
23195,A7100005,30.426513,50.423573,364
23196,A7100006,30.61767,50.398984999999996,496
23197,A7100007,30.502378000000004,50.524573,275
23198,70400332,30.610246000000004,50.529796000000005,497
23199,A7100008,30.493503000000004,50.511631,1821
23200,A7100010,30.357988,50.429726,499
23201,A7100011,30.607988,50.508065,22
23202,A7100014,30.605251000000003,50.392418,41
23203,A7100027,30.518995,50.427561,500
23204,A7100040,30.632076,50.485926,501
23205,A7100041,30.361759999999997,50.49573,1822
23206,A7100054,30.524825,50.424795,503
23207,A7100055,30.405997999999997,50.48444,421
23208,A7100057,30.651598,50.398356,310
23209,A7100058,30.504296000000004,50.498853000000004,118
23210,A7100059,30.680566,50.451778000000004,504
23211,A7100060,30.496246000000003,50.511897999999995,120
23212,A7100061,30.632478000000003,50.433336,1823
23213,A7100062,30.378028000000004,50.422536,506
23214,A7100009,30.401059999999998,50.481613,377
23215,70510041,30.589352,50.454951,1824
23216,70400334,30.615281,50.53184,508
23217,70400341,30.576860999999997,50.493842,111
23218,70501385,30.354225,50.467548,509
23219,70501383,30.362533000000003,50.454985,510
23220,70501375,30.406205,50.478016,511
23221,70501374,30.368940000000002,50.389185,512
23222,70501369,30.436666,50.475361,513
23223,70501365,30.406684999999996,50.481016,514
23224,70501364,30.340751,50.456623,1774
23225,70501363,30.35585,50.465466,516
23226,70501362,30.345406,50.460808,517
23227,70501361,30.447003000000002,50.472961,518
23228,70501360,30.443728000000004,50.46605,1701
23229,70501357,30.33278,50.468233000000005,1825
23230,70501350,30.43035,50.450734999999995,521
23231,70501349,30.392258,50.458031,376
23232,70501348,30.388222999999996,50.458161,522
23233,70501343,30.406006,50.459386,132
23234,70501339,30.342025,50.464053,298
23235,70501335,30.40539,50.459423,132
23236,70501326,30.421625,50.434671,1826
23237,70501324,30.447840999999997,50.425940000000004,126
23238,70501322,30.446642999999998,50.428388,524
23239,70501312,30.435060999999997,50.419446,1814
23240,70501295,30.368085999999998,50.394286,526
23241,70501293,30.372638000000002,50.392111,1827
23242,70501289,30.378522999999998,50.3916,425
23243,70501288,30.376288,50.389505,528
23244,70501286,30.368595000000003,50.397775,1828
23245,70501284,30.366985999999997,50.385568,530
23246,70501280,30.366575,50.382678000000006,531
23247,70501393,30.446185999999997,50.42738,524
23248,70501276,30.354783,50.464690999999995,516
23249,70501400,30.368678000000003,50.389068,512
23250,70501407,30.345076000000002,50.386382,1829
23251,70510039,30.470131,50.506108000000005,46
23252,70510038,30.461098,50.425773,533
23253,70510037,30.383963,50.456803,534
23254,70510036,30.610256,50.524438,211
23255,70510029,30.434521000000004,50.452276,1726
23256,70510026,30.35606,50.463356,516
23257,70510025,30.406205,50.478016,511
23258,70510024,30.356258,50.463473,516
23259,70510022,30.486206,50.385185,536
23260,70510020,30.424812,50.416804,1830
23261,70510019,30.399706,50.457125,383
23262,70510016,30.429347999999997,50.426666,1831
23263,70510013,30.444893,50.42857,1832
23264,70510008,30.43035,50.450734999999995,521
23265,70510007,30.418575,50.438615000000006,540
23266,70510006,30.410581,50.444505,325
23267,70510002,30.423571000000003,50.453507,1711
23268,70501450,30.342885,50.47847,542
23269,70501449,30.433265000000002,50.468540000000004,543
23270,70501447,30.387496000000002,50.459355,522
23271,70501439,30.372388,50.388053,1827
23272,70501437,30.438591,50.441213,1726
23273,70501435,30.362848,50.443806,1833
23274,70501433,30.387013,50.459105,522
23275,70501432,30.344965000000002,50.46179,517
23276,70501420,30.355790999999996,50.466097999999995,516
23277,70501417,30.41047,50.438475,547
23278,70501411,30.484375,50.459410999999996,15
23279,70501409,30.345322999999997,50.460043,517
23280,70501403,30.387731,50.452738000000004,1834
23281,70501275,30.364795,50.455749,356
23282,70501274,30.415925,50.464481,68
23283,70501269,30.391395000000003,50.45752,376
23284,70501183,30.449333000000003,50.505886,189
23285,70500395,30.670621,50.572478000000004,549
23286,70500390,30.686360999999998,50.559936,550
23287,70500345,30.642851,50.554876,551
23288,NY700002,30.632652,50.522999,174
23289,NY900011,30.43863,50.3979,1835
23290,NZ700002,30.632703999999997,50.523015,174
23293,70500030,30.436175,50.460735,553
23294,70400470,30.536183,50.375395000000005,1836
23295,70400404,30.547121,50.419059999999995,555
23296,70400403,30.54785,50.419033,555
23297,70400384,30.497428000000003,50.394678000000006,556
23298,U0006737,30.510253000000002,50.464408,236
23299,U0006730,30.506415999999998,50.455238,557
23300,U0006670,30.525855,50.42337,1731
23301,U0006665,30.539391,50.426608,139
23302,U0006658,30.534055,50.429133,1837
23303,U0006653,30.529459999999997,50.43525,1837
23304,70400382,30.48534,50.394178000000004,52
23305,70400373,30.480918,50.386586,561
23306,70400369,30.498635999999998,50.485371,130
23307,70400364,30.496953,50.405782,1717
23308,70400362,30.591079999999998,50.45837,563
23309,70400361,30.591117999999998,50.458490999999995,563
23310,70400358,30.593085,50.45545,482
23311,70400351,30.584605,50.486356,564
23312,70400343,30.582263,50.494938,565
23313,70501185,30.422856,50.459315999999994,566
23314,70501186,30.422856,50.459315999999994,566
23315,70501187,30.398559999999996,50.459358,383
23316,70501188,30.413134999999997,50.446795,1838
23317,70501267,30.422425,50.400201,1839
23318,70501266,30.393988,50.485121,569
23319,70501264,30.478559999999998,50.45448,1840
23320,70501259,30.354995000000002,50.468131,509
23321,70501258,30.418863,50.458381,571
23322,70501257,30.45516,50.453453,1841
23323,70501256,30.426190999999996,50.460122999999996,573
23324,70501253,30.446826,50.472161,518
23325,70501252,30.377688,50.461040000000004,574
23326,70501251,30.337365000000002,50.470055,575
23327,70501250,30.432315999999997,50.477381,1842
23328,70501249,30.377055,50.452163,1843
23329,70501247,30.422753000000004,50.459266,566
23331,70400340,30.614705999999998,50.523291,578
23332,70501242,30.35606,50.463356,516
23333,70501240,30.406021000000003,50.472941,147
23334,70501238,30.401055,50.458526,579
23336,70501233,30.346758,50.45967,517
23337,70501232,30.405328000000004,50.472184999999996,147
23338,70501229,30.448584999999998,50.474108,23
23340,70501222,30.428688,50.44077,333
23342,70501201,30.406290000000002,50.459488,132
23343,70501200,30.406056,50.471593,147
23344,70501199,30.419168,50.438728000000005,540
23345,70501198,30.358040999999997,50.436626000000004,110
23346,70501189,30.362476,50.46519,580
23347,70501241,30.346290000000003,50.455836,581
23348,A7100105,30.638105,50.396971,582
23349,U0050850,30.63175,50.482515,100
23350,U0050864,30.589496,50.495631,1727
23351,V4500009,30.423136,50.395720000000004,584
23352,V4500008,30.429015999999997,50.428585,585
23353,V4500007,30.433123,50.422218,586
23354,V4500005,30.400809999999996,50.407915,1817
23355,V4500004,30.399883000000003,50.412461,588
23356,NS900007,30.382692,50.436609999999995,589
23357,V4400007,30.655096,50.40209,310
23358,V4400006,30.649989,50.426941,1844
23359,NS900006,30.385464000000002,50.429255,591
23360,NS900005,30.385464000000002,50.429255,591
23361,NS900004,30.354709000000003,50.453711,592
23362,V4400004,30.649859999999997,50.41253,593
23363,V4400003,30.60776,50.429586,433
23364,V4400002,30.610291999999998,50.406726,1845
23365,V4300005,30.502595,50.524466,275
23366,V4300004,30.620672999999996,50.39502,1804
23367,V4300003,30.659335,50.416346000000004,290
23368,V4300002,30.611213,50.500545,596
23369,V4200014,30.5244,50.413000000000004,107
23370,V4200010,30.535226,50.379158000000004,60
23371,V4200009,30.533826,50.403815,597
23372,V4200007,30.540018,50.418281,327
23373,V4200006,30.551519,50.370605,598
23374,V4200005,30.552096000000002,50.415231,1730
23376,NS900003,30.382254999999997,50.416107000000004,1846
23377,NS900002,30.353703999999997,50.430541,1847
23378,NS800046,30.445821000000002,50.444872,602
23379,NS800045,30.45298,50.446551,44
23380,V4500010,30.449424,50.437992,258
23381,V4200003,30.551058,50.370718,598
23382,V4500011,30.404040999999996,50.4089,603
23383,V4500013,30.425884999999997,50.423489000000004,364
23385,NU100004,30.443918,50.446875,602
23399,NU100003,30.622729999999997,50.524944,391
23400,V4600017,30.455740999999996,50.508979,604
23401,V4600016,30.532690999999996,50.402035999999995,166
23402,V4600015,30.453554999999998,50.503554,189
23403,V4600013,30.463013,50.523406,1848
23404,V4600012,30.463843,50.521899,1848
23405,V4600011,30.435562,50.511926,268
23406,V4600010,30.484383,50.542186,1849
23407,V4600008,30.449693,50.512568,188
23408,V4600007,30.496631,50.523385,119
23409,NU100002,30.443918,50.446875,602
23410,V4600005,30.430783,50.509396,222
23411,V4500015,30.3898,50.4173,608
23412,V4500014,30.378115,50.422486,506
23413,V4500012,30.434532,50.441176,1726
23417,V3900021,30.566203,50.598265000000005,1850
23420,V3900008,30.639765999999998,50.54182,1851
23421,V3900007,30.629510999999997,50.546125,1852
23422,V3900006,30.631809999999998,50.5535,1853
23424,NS800041,30.475195000000003,50.437707,614
23425,13800040,30.488828,50.440971000000005,105
23426,NS800040,30.468988,50.436144,1712
23427,NS800039,30.455168,50.437965000000005,616
23428,NS800038,30.470484000000003,50.420929,1854
23429,13800041,30.518525,50.43778,1755
23430,NS800037,30.478136,50.417604,84
23431,NS800036,30.478703000000003,50.420468,62
23432,NS800033,30.473561,50.423947,144
23435,NS800032,30.491326,50.425529,619
23436,NS800031,30.470776,50.432107,1712
23437,NS800028,30.480339,50.442854,36
23438,NS800027,30.486568,50.439323,43
23439,NS800026,30.466257000000002,50.449046,621
23440,NS800022,30.479844,50.441556,36
23441,NS800021,30.462456,50.437523,622
23443,NS800018,30.458370000000002,50.435029,623
23444,13800212,30.425453000000005,50.512401000000004,69
23445,NS800017,30.474608,50.449807,49
23456,V3900084,30.645426,50.539035,1855
23464,NU100005,30.443918,50.446875,602
23466,V3900074,30.548291,50.357201,1856
23473,V3900053,30.566831,50.432871,1857
23474,V3900052,30.502011,50.350021000000005,1858
23475,V3900051,30.58493,50.45684,1859
23477,V3900040,30.545336,50.579898,1860
23479,NS800042,30.453498,50.435394,45
23480,V3900075,30.559081,50.362621000000004,630
23481,NS800015,30.464045000000002,50.43584,1861
23483,NU100008,30.432256,50.43169,632
23484,NU500004,30.471018,50.471888,633
23485,NU500003,30.481451,50.470209999999994,634
23486,NU400035,30.452090999999996,50.470985,1862
23487,W3000008,30.516089,50.425959000000006,636
23488,W3000007,30.502707,50.439004,28
23489,NU400032,30.466103999999998,50.46253,637
23490,W3000006,30.488651,50.441509,105
23491,NU400031,30.467456,50.464273999999996,1863
23492,NU400029,30.470824,50.467352000000005,12
23493,NU400026,30.514563,50.468453000000004,1709
23494,NU400025,30.525639,50.460758,1864
23495,NU400024,30.4822,50.462665,67
23496,NU400023,30.4822,50.462665,67
23497,NU400022,30.51088,50.467316,104
23498,NU400015,30.47447,50.471084000000005,228
23499,NU400012,30.488384000000003,50.469974,1865
23500,NU400011,30.422428999999998,50.512734,69
23501,W2900005,30.495772,50.489152000000004,642
23502,NU400010,30.473390000000002,50.455545,643
23503,NU400009,30.413428999999997,50.513005,1866
23504,NU400005,30.50215,50.455457,453
23505,NU400004,30.49485,50.45615,645
23506,NU400003,30.499062,50.462103000000006,1867
23507,NU400002,30.463796999999996,50.460934,148
23508,NU300030,30.459578000000004,50.49655,47
23509,W2900004,30.495772,50.489152000000004,642
23510,NU300029,30.488846000000002,50.525284,1868
23511,NU300028,30.497596,50.522487,119
23512,NU300027,30.497702,50.522501,119
23513,NU500005,30.4504,50.4781,648
23514,NU300023,30.497891999999997,50.486373,130
23515,NU500006,30.622729999999997,50.524944,391
23516,NU500008,30.474359000000003,50.462027,1840
23518,70800390,30.655615,50.419006,650
23519,70800388,30.659409999999998,50.416576,290
23520,70800386,30.608297999999998,50.436878,1807
23521,70800383,30.601021999999997,50.435908000000005,652
23522,70800381,30.656235,50.407498,288
23523,70800380,30.617072999999998,50.396183,1804
23524,NU600018,30.411965999999996,50.512504,654
23525,NU600017,30.406076000000002,50.4914,251
23526,NU600016,30.4458,50.5004,655
23527,NU600013,30.439904,50.503003,656
23528,NU600012,30.481495000000002,50.415994,1712
23529,W4400002,30.505445,50.473459000000005,10
23530,W4000003,30.369764,50.463858,480
23531,W4000002,30.347639,50.450795,658
23532,W3500010,30.530720000000002,50.436593,659
23533,W3500007,30.531955,50.448609000000005,1869
23534,W3500006,30.503945,50.445373,1721
23535,W3500003,30.506569,50.447303999999995,134
23536,NU600009,30.421946999999996,50.511957,69
23537,W3500002,30.510303999999998,50.445775,662
23538,NU600003,30.632182,50.522744,174
23539,NU600002,30.409859,50.508846999999996,1757
23540,NU500015,30.502136,50.429362,1713
23541,NU500012,30.432009000000004,50.463228,1870
23542,W3000014,30.519392,50.420771,48
23543,NU500011,30.437372999999997,50.475961,513
23544,W3000012,30.540792,50.418773,327
23545,W3000011,30.488871999999997,50.448281,1721
23546,NU500007,30.385206,50.437494,1871
23547,NU300020,30.461631,50.496862,668
23548,NU300019,30.497713,50.525796,669
23561,NU100013,30.413953999999997,50.47006,670
23577,NU100010,30.444999,50.452116,384
23578,NU100009,30.437053000000002,50.448639,1726
23579,NU100017,30.413953999999997,50.47006,670
23580,NU100019,30.413953999999997,50.47006,670
23581,NU200003,30.355263,50.464953,516
23582,V5200119,30.438121999999996,50.355394,1872
23583,NU300018,30.497713,50.525796,669
23584,13600056,30.480731,50.386829999999996,561
23585,13600059,30.489461,50.382995,344
23586,13600060,30.553986,50.367895000000004,1873
23587,13600061,30.543146000000004,50.373798,674
23588,13600062,30.469833,50.360725,1772
23589,13600064,30.454309999999996,50.366505,75
23590,13600071,30.363081,50.431073,156
23591,13600072,30.462176,50.373263,1874
23592,13600074,30.443759999999997,50.419705,677
23593,13600075,30.443147999999997,50.420968,677
23594,13600077,30.382345,50.419561,678
23595,13600078,30.371447999999997,50.431684999999995,679
23596,13600080,30.362613,50.431073,156
23598,13600084,30.371447999999997,50.431684999999995,679
23599,13600092,30.385118,50.430855,591
23604,NU300014,30.489873,50.491325,456
23605,NU300011,30.461581,50.49269,127
23606,NU300008,30.473391999999997,50.505563,680
23607,NU300007,30.456222999999998,50.520014,128
23609,NU300006,30.464132,50.525649,681
23610,NU300003,30.468595,50.492391999999995,253
23611,NU300002,30.468878999999998,50.491926,253
23613,13600089,30.384003000000003,50.436703,589
23614,U0050859,30.620624,50.45288,682
23615,NS800014,30.452222999999996,50.44659,44
23616,NS800006,30.45322,50.447207,44
23617,NS400023,30.530979,50.434317,683
23618,NS400020,30.548940999999996,50.418663,555
23619,NS400019,30.489797999999997,50.456558,481
23620,NS400013,30.516540999999997,50.445557,684
23621,NS400010,30.505193,50.4568,1875
23622,NS400009,30.524594,50.440807,686
23623,NS400007,30.532421999999997,50.437056,659
23624,NS400006,30.514946999999996,50.451462,150
23625,NS400005,30.518573999999997,50.446865,684
23626,NS400004,30.535641,50.437951,687
23627,NS400003,30.522146000000003,50.451273,299
23628,NS400002,30.53368,50.437255,659
23629,NS300026,30.458626000000002,50.424924,93
23630,NS300019,30.455565000000004,50.368157000000004,75
23631,NS300018,30.47815,50.382357,171
23632,NS300017,30.456639000000003,50.368896,75
23633,NS300014,30.479327,50.381997,171
23634,NS300013,30.479327,50.381997,171
23635,NS300012,30.478164000000003,50.382396,171
23636,NS300011,30.464423999999998,50.414457,688
23637,UA001962,30.485032,50.459938,15
23638,UA001952,30.428468,50.515316999999996,1761
23639,NS300008,30.478563,50.383288,171
23640,U0064590,30.622931,50.510856,1758
23641,NS300007,30.632231,50.52281,174
23642,U0063967,30.39269,50.388275,691
23643,NS300006,30.632231,50.52281,174
23644,U0063965,30.62215,50.47453,1876
23645,NS300003,30.394951000000002,50.380390999999996,693
23646,NS400026,30.518209999999996,50.439837,89
23647,NS300002,30.394951000000002,50.380390999999996,693
23648,NS400027,30.516363000000002,50.439027,89
23649,NS400033,30.517405,50.448646000000004,684
23651,V0300088,30.326915999999997,50.378735999999996,694
23652,NS400034,30.532521000000003,50.436941,659
23657,V0300055,30.376877,50.400799,493
23658,V0300054,30.382083,50.386796000000004,330
23662,V0300050,30.382276,50.389403,1703
23663,V0300049,30.313058,50.4524,1877
23668,V0300043,30.326326,50.378725,694
23673,V0300032,30.322338000000002,50.442098,1878
23674,V0300030,30.339691,50.439764000000004,698
23675,V0300028,30.348963,50.422678000000005,699
23679,NS400030,30.513475,50.449263,700
23680,NS200008,30.516763,50.405557,135
23681,NS200007,30.517981,50.421093,48
23682,NS200004,30.620515,50.509677,281
23687,U0060155,30.648551,50.416715,1778
23688,NS100030,30.510546,50.427877,702
23689,NS100029,30.518478,50.41983,48
23691,U0059972,30.444813,50.422011,703
23692,NS100028,30.537144,50.419907,1879
23693,NS100027,30.52523,50.439285999999996,686
23694,NS100026,30.454952000000002,50.438054,616
23695,NS100021,30.51884,50.44017,89
23696,NS100020,30.51884,50.44017,89
23697,NS100019,30.510106,50.437828,705
23698,NS100015,30.515789,50.432671,1755
23699,NS100012,30.488828,50.440971000000005,105
23700,NS100010,30.454919,50.438109000000004,616
23701,U0050904,30.621163,50.47007,160
23702,U0050903,30.622940999999997,50.450133,1880
23710,U0050869,30.644190000000002,50.465071,97
23711,U0050866,30.622241,50.470128,160
23716,NS200003,30.517581,50.422188,48
23717,NS100044,30.511146000000004,50.43421,1755
23718,NS100043,30.502205,50.439352,28
23719,NS100041,30.538361,50.417452000000004,709
23720,NS100039,30.513644,50.429840000000006,710
23721,NS100038,30.517529999999997,50.407068,135
23722,U0062833,30.549171,50.416309999999996,555
23723,U0062658,30.585938,50.468605,1881
23724,U0062657,30.613405,50.460433,1882
23727,U0062507,30.64333,50.55442,551
23728,U0062506,30.663701,50.553756,1883
23729,U0062504,30.671509999999998,50.57269,549
23732,U0061462,30.482628000000002,50.462246,67
23734,NS100037,30.518757,50.407183,135
23735,NS100032,30.524397999999998,50.413013,107
23737,NS100031,30.524397999999998,50.413013,107
23743,U0060547,30.425803000000002,50.512333,69
23744,U0060539,30.423201000000002,50.51386,69
23746,U0062383,30.622294,50.469187,160
23747,NS800008,30.478804999999998,50.437359,1712
23748,NS400036,30.519657000000002,50.43584,102
23750,NS500028,30.533734999999997,50.399094,1764
23751,NS500025,30.485985,50.393017,52
23752,13800774,30.648113000000002,50.394143,419
23753,13800777,30.647968,50.395163000000004,419
23754,13800788,30.633405,50.40981,716
23755,13800790,30.639436,50.40395,367
23756,13800791,30.638840000000002,50.41121,350
23757,13800795,30.628278,50.407238,431
23758,13800826,30.602403000000002,50.426097999999996,717
23759,13800904,30.678378000000002,50.453934999999994,1884
23760,13800905,30.648801000000002,50.43758,719
23761,13800908,30.597707,50.450072,157
23762,13800910,30.613511,50.449436,1885
23763,13800911,30.646326000000002,50.435836,72
23764,13800926,30.335185,50.493131,1886
23765,NS500022,30.52,50.403328,1741
23766,NS500021,30.507615,50.398711,56
23767,NS500020,30.5371,50.4028,1764
23768,NS500018,30.566285999999998,50.361835,724
23769,NS500017,30.566285999999998,50.361835,724
23773,NS500016,30.528965999999997,50.399802,79
23779,NS500029,30.526954999999997,50.389883000000005,279
23781,NS500030,30.509921000000002,50.407463,243
23782,NS500032,30.585702,50.410813,1887
23783,NS800003,30.468876,50.422876,726
23784,NS800002,30.632237,50.522787,174
23785,NS700025,30.397331,50.481496,1888
23786,NS700024,30.390620000000002,50.457972999999996,376
23787,NS700023,30.345414,50.478141,1889
23788,NS700011,30.405819,50.476647,729
23789,NS700006,30.510792,50.488021,461
23792,NS600029,30.365147999999998,50.456086,356
23793,NS600027,30.383028999999997,50.424926,730
23796,NS600022,30.354132,50.453717,592
23799,NS600017,30.398659000000002,50.413854,1817
23800,NS600014,30.477348,50.457785,1840
23801,NS600013,30.632233000000003,50.522813,174
23802,NS600012,30.488722999999997,50.4084,1717
23803,NS600011,30.464365,50.442347,1716
23804,NS600010,30.409142,50.412566,735
23805,NS600009,30.409142,50.412566,735
23806,NS600006,30.391803999999997,50.430657000000004,736
23807,NS600005,30.391803999999997,50.430657000000004,736
23808,NS600004,30.632531,50.522806,174
23809,NS600003,30.632531,50.522806,174
23810,NS600002,30.398013,50.431262,737
23811,NS500035,30.517805,50.405652,135
23812,NS500031,30.542536,50.373338000000004,674
23816,NS500006,30.663121999999998,50.429301,340
23821,NS500002,30.530709,50.398292,79
23822,NS400054,30.521481,50.451423,299
23823,NS400051,30.52223,50.440964,142
23824,NS400050,30.520794,50.436252,102
23825,NS400047,30.552498999999997,50.406337,738
23826,NS400044,30.550132,50.418006,555
23827,NS400043,30.545614,50.412436,739
23828,NS400042,30.545564000000002,50.441916,106
23829,NS400041,30.518396000000003,50.448215000000005,684
23830,NS400040,30.53085,50.43716,659
23831,NS400039,30.524418,50.449059999999996,299
23832,NS400038,30.524418,50.449059999999996,299
23833,NS400037,30.494088,50.456514,645
23834,V0300106,30.328738,50.378910999999995,1890
23835,V0300105,30.328646000000003,50.37725,1890
23837,V0300103,30.317413000000002,50.387083000000004,1891
23843,V0300096,30.357740000000003,50.429759999999995,499
23844,V0300094,30.374753000000002,50.399541,493
23845,NS500009,30.561371,50.401569,218
23846,V0300110,30.376951000000002,50.386091,1703
23847,V0300111,30.326455,50.375828999999996,1890
23849,V0300141,30.331961,50.440245000000004,1892
23850,V0300140,30.378228000000004,50.399365,494
23851,V0300139,30.332165999999997,50.424685,1893
23852,V0300138,30.361795,50.37352,1894
23853,V0300137,30.375321000000003,50.400856,493
23859,V0300131,30.333693,50.488623,216
23860,V0300130,30.332123,50.493168,215
23861,V0300129,30.323326,50.491296000000006,1895
23862,V0300128,30.368315000000003,50.395223,526
23864,V0300127,30.371405,50.382013,26
23865,V0300125,30.366601,50.398995,1828
23869,NS500015,30.500572,50.390785,750
23871,NS500012,30.5166,50.406000000000006,135
23873,V0300118,30.367078000000003,50.409261,464
23874,V0300117,30.426284999999996,50.354915000000005,1896
23877,V0300114,30.369708000000003,50.384238,1897
23878,V0300113,30.372692999999998,50.382421,26
23879,V0300126,30.372978000000003,50.381811,26
23880,A7100106,30.481921000000003,50.42228,27
23881,A7100107,30.508826000000003,50.522356,1797
23882,A7100108,30.373681,50.383244,26
23883,15010063,30.453231,50.523858000000004,754
23884,15010064,30.456776,50.519541,128
23885,15020066,30.461658,50.524445,755
23886,15020070,30.51547,50.498408000000005,401
23887,15020075,30.453188,50.523353,754
23888,15020076,30.460507,50.505035,756
23889,15020077,30.498240999999997,50.522433,119
23890,15020081,30.502515000000002,50.52309,275
23891,15020082,30.45795,50.517345,1753
23893,15020092,30.513022999999997,50.517198,758
23895,LN300009,30.378745000000002,50.401057,1898
23898,LN300005,30.33523,50.488212,216
23899,70400025,30.490848,50.449115,1721
23903,15200039,30.504188,50.435246,761
23904,70320127,30.398851,50.433040000000005,762
23905,70320126,30.433365999999996,50.442075,73
23906,15200054,30.574505,50.40274,20
23907,15200058,30.536071000000003,50.399363,1764
23909,15200066,30.540515999999997,50.433171,764
23910,15200069,30.551326,50.407340999999995,738
23911,15200073,30.49663,50.44252,81
23912,15010061,30.45869,50.502776000000004,1750
23913,15200080,30.491918,50.44041,105
23914,15010060,30.455947,50.497596,766
23915,15010045,30.495772,50.51112,120
23916,15000119,30.490928000000004,50.511759999999995,190
23917,15000120,30.4927,50.507845,1821
23918,15000121,30.494131,50.504188,768
23919,15000123,30.512546,50.493538,769
23920,15000126,30.595855,50.518155,202
23921,15000127,30.603346999999996,50.517914000000005,1795
23922,15000128,30.601621999999995,50.517855,231
23923,15000145,30.492803000000002,50.504290000000005,768
23924,15000148,30.487617999999998,50.520603,1868
23925,15000149,30.519695000000002,50.519616,772
23926,15000150,30.51738,50.51827,1797
23927,15000154,30.623406,50.470586,160
23928,15000155,30.504978,50.493173,1766
23929,15000156,30.509119000000002,50.494006,775
23930,15000161,30.619915999999996,50.524051,776
23931,15010005,30.596828000000002,50.529816,226
23932,15010009,30.45471,50.513183000000005,1753
23938,15010023,30.458384999999996,50.5204,128
23940,A9600008,30.5311,50.402,270
23942,15010030,30.512418,50.52329,1797
23943,U0004640,30.609636,50.520241,206
23944,15010040,30.456465,50.51978,128
23945,15010049,30.508275,50.493305,775
23946,15200084,30.507145,50.474165,10
23947,15200092,30.533911,50.417235999999995,1879
23949,15210034,30.481921000000003,50.42228,27
23950,15210037,30.493245,50.419188,780
23951,15210042,30.518196000000003,50.421415,48
23955,15210049,30.322638,50.381488,781
23962,70320125,30.37967,50.423088,1899
23971,15210080,30.458523,50.414198,1900
23973,15210088,30.488213000000002,50.432210999999995,784
23975,15210091,30.358659999999997,50.439347,1901
23976,15210104,30.3615,50.431441,156
23977,15210105,30.359576,50.437183000000005,110
23978,15210030,30.514,50.424161,1902
23979,15210029,30.444283000000002,50.44175,1726
23980,15210028,30.337438,50.430323,1903
23981,15210026,30.493963,50.441151,789
23984,15200100,30.538161,50.444708,790
23985,15200102,30.559397999999998,50.400988,791
23987,15200113,30.5416,50.417063,327
23988,15200117,30.545759999999998,50.43508,169
23989,15200120,30.549716999999998,50.411211,792
23991,15200124,30.556134999999998,50.362546,491
23992,15200126,30.531031,50.419691,152
23994,15200142,30.56602,50.595195000000004,1850
23995,15200143,30.568565000000003,50.586473,1904
23996,15000118,30.499491,50.52337,275
23997,15200145,30.557872999999997,50.361921,630
23998,15200149,30.55237,50.43758,1905
23999,15200151,30.552156,50.369748,598
24000,15200155,30.531438,50.39806,79
24002,15200163,30.547472999999997,50.438316,1906
24003,15200164,30.525022999999997,50.458975,167
24004,15210002,30.54441,50.417790000000004,427
24005,15210003,30.54461,50.443740000000005,106
24006,15210006,30.488782,50.444191,105
24007,15210011,30.480196999999997,50.461899,67
24008,15210012,30.518406,50.464457,1709
24009,15210016,30.464525,50.463665999999996,637
24010,15210017,30.629911,50.43701,434
24011,15210021,30.480216,50.461218,67
24012,15200147,30.562998999999998,50.423968,1907
24014,15000117,30.50583,50.52003,1797
24015,15000107,30.590175,50.508456,1908
24016,A8900056,30.360815999999996,50.451775,1909
24017,A8900057,30.627201,50.451226,1880
24018,A8900058,30.618928999999998,50.448951,803
24020,A8900063,30.623714,50.467372999999995,1910
24021,A8900066,30.378259999999997,50.460823,574
24022,A8900067,30.464392999999998,50.517461,805
