Customer_Code,AddressGeographicalX,AddressGeographicalY,cluster
10200110,35.163921,46.700551,95
JZ200003,35.190067,46.681449,95
JZ200002,35.150928,46.688309,95
10200113,35.163201,46.704891,95
J3100198,35.138116,46.685918,95
13900853,35.16004,46.691888,95
20000039,35.154975,46.696106,95
20000040,35.207523,46.679771,95
Q2500026,35.164418,46.679396,95
10200102,35.155565,46.696221,95
10200791,35.154216,46.696123,95
S8400017,35.196646,46.68674,95
S8400016,35.194405,46.68472,95
S8400019,35.163993,46.689163,95
33510091,35.159985,46.699883,95
J3100157,35.15807,46.699586,95
33510013,35.161285,46.706428,95
10200320,35.16897,46.721248,95
10200317,35.172646,46.683931,95
J3100094,35.192003,46.737473,95
13900581,34.921956,47.011071,96
13900578,34.921341,47.012781,96
13900576,34.936641,47.023318,96
13900573,34.90238,46.995525,96
13900572,34.92095,47.012316,96
S8400037,34.922845,47.012575,96
13900569,34.922995,47.011336,96
13900566,34.929686,47.019726,96
13900565,34.917013,47.021155,96
13900562,34.936678,47.022993,96
Q2500006,34.908016,47.010861,96
JZ200005,34.937124,47.020818,96
S8400015,34.901046,47.018591,96
33510101,34.900821,47.016918,96
J3100089,34.90238,46.995525,96
33510100,34.900876,47.01708,96
33510098,34.910865,47.02458,96
J3100018,34.917363,47.021301,96
33510099,34.900525,47.01797,96
20010034,34.915938,47.005888,96
J3100090,34.880275,47.024791,96
13902482,34.932386,47.019216,96
33510015,34.919385,47.011101,96
33510096,34.921931,47.011075,96
13900582,34.923421,47.012348,96
10200118,34.920468,47.012156,96
33510095,34.927143,47.019031,96
J3100251,35.221858,47.26758,97
74700215,35.219211,47.267213,97
S7800070,35.236603,47.290401,97
13900513,35.195181,47.271001,97
41800008,35.22324,47.27224,97
10200252,35.222403,47.244068,97
13900510,35.195755,47.287866,97
13900508,35.218208,47.26443,97
S7800065,35.22569,47.26926,97
13900504,35.219546,47.263545,97
S7800005,35.222116,47.267435,97
13900512,35.20256,47.28937,97
74700184,35.22243,47.27201,97
13900499,35.22584,47.26894,97
J3100022,35.225926,47.268945,97
FG900009,35.2283,47.26867,97
FG900004,35.237703,47.288952,97
J3100271,35.197825,47.244203,97
J3100023,35.221951,47.26744,97
S8700018,35.172195,47.271664,97
S8700017,35.181307,47.260079,97
S8700016,35.184918,47.254766,97
S8700015,35.204588,47.31571,97
J3100024,35.203846,47.279898,97
33510003,35.222288,47.244115,97
13900501,35.19805,47.26346,97
33510106,35.22721,47.27841,97
Q2500020,35.24133,47.27399,97
33510105,35.219211,47.267213,97
Q2500017,35.24337,47.2664,97
10200172,35.237513,47.289996,97
S7800066,35.194091,47.272543,97
13900498,35.21616,47.25806,97
13900496,35.22258,47.27199,97
13900494,35.23227,47.28051,97
Q2500018,35.206296,47.24944,97
13900490,35.25614,47.28514,97
13900492,35.22313,47.26968,97
13900489,35.23249,47.2683,97
13900488,35.260541,47.28731,97
13900487,35.23901,47.26688,97
13900485,35.22328,47.25309,97
33510108,35.231465,47.280046,97
13902472,35.218001,47.264498,97
R5800195,34.636983,46.224758,98
R5800256,34.624516,46.2333,98
13902498,34.642027,46.228227,98
GS900020,34.644742,46.224502,98
R5800228,34.647574,46.225328,98
15900019,34.641598,46.22742,98
F3600035,34.64644,46.233376,98
R5800426,34.643958,46.227155,98
R5800427,34.635976,46.226716,98
F3600315,34.655325,46.225516,98
F3600303,34.64796,46.231628,98
F3600097,34.645171,46.219528,98
F3600095,34.65473,46.226895,98
F3600034,34.640705,46.230858,98
10200205,34.644508,46.226848,98
10200207,34.628313,46.233891,98
10200208,34.635621,46.227126,98
GS900050,34.63869,46.210227,98
10200781,34.642165,46.228078,98
10200209,34.642261,46.223543,98
10200214,34.978005,46.414296,99
13902270,34.977708,46.414325,99
10200216,34.971271,46.416153,99
F3600205,34.970506,46.417256,99
F3600206,34.966628,46.420116,99
R5800332,34.979168,46.413496,99
GV100008,34.375579,46.843291,100
R5800317,34.376466,46.845111,100
R5800322,34.372334,46.858954,100
R5800276,34.37697,46.850676,100
R5800275,34.372865,46.856997,100
13902489,34.372921,46.857115,100
R5800290,34.368,46.836,100
R5800292,34.370001,46.821758,100
R5800291,34.364,46.833,100
R5800288,34.378125,46.844988,100
10200219,34.373458,46.84791,100
10200226,34.376615,46.845278,100
10200220,34.378013,46.844973,100
10200222,34.387125,46.846641,100
R5800308,34.371466,46.848301,100
GS900018,34.384503,46.846808,100
R5800294,34.378,46.817,100
GS900023,34.377636,46.844254,100
QG800011,34.376735,46.84203,100
QG800012,34.384517,46.849114,100
QG800026,34.383484,46.841687,100
10200763,34.662146,47.485826,101
U0063735,34.65604,47.48919,101
U0063734,34.623103,47.490143,101
10200736,34.661326,47.493301,101
10200732,34.65477,47.49421,101
10200730,34.657716,47.499526,101
10200728,34.654001,47.490575,101
10200727,34.652466,47.492213,101
41800015,34.65851,47.48187,101
10200741,34.657743,47.499501,101
10200329,34.656078,47.486103,101
41800016,34.65606,47.48325,101
41800017,34.65952,47.48462,101
41800018,34.65944,47.48494,101
13902508,34.664038,47.500886,101
41800019,34.663116,47.486783,101
74710032,34.659115,47.496001,101
41800020,34.66544,47.493311,101
41800021,34.66602,47.49385,101
41800023,34.661651,47.49727,101
41800014,34.660121,47.482148,101
U0063736,34.66145,47.49253,101
10200743,34.658248,47.495558,101
41800024,34.654641,47.497283,101
10200765,34.662361,47.490243,101
74710009,34.655473,47.500731,101
10200764,34.650245,47.499588,101
10200334,34.667273,47.493986,101
10200782,34.65228,47.50033,101
41800010,34.659151,47.490103,101
41800009,34.652351,47.49729,101
74710013,34.652191,47.49229,101
10200762,34.66506,47.49727,101
41800007,34.65591,47.49441,101
10200333,34.662488,47.480956,101
10200761,34.6623,47.49252,101
10200758,34.658248,47.495558,101
74710018,34.652686,47.48908,101
74710019,34.650641,47.50194,101
74710020,34.650661,47.502046,101
10200757,34.650435,47.495493,101
10200755,34.658218,47.495765,101
10200752,34.658248,47.483536,101
74710022,34.649175,47.50584,101
10200751,34.65021,47.50236,101
10200750,34.65005,47.50238,101
10200748,34.65396,47.50201,101
10200742,34.654543,47.49723,101
10200768,34.654781,47.499093,101
41800025,34.64939,47.506035,101
13900825,34.655351,47.480585,101
A1700030,34.6577,47.48477,101
A1700031,34.652746,47.491885,101
A1700032,34.650433,47.49477,101
A1700035,34.660181,47.489751,101
A1700039,34.66389,47.49407,101
A1700040,34.66294,47.483113,101
A1700041,34.649545,47.492286,101
A1700044,34.65715,47.48787,101
Q2800007,34.65044,47.50601,101
74700021,34.662713,47.481155,101
U0005013,34.65835,47.48831,101
20000073,34.661401,47.49246,101
U0005035,34.654573,47.482185,101
20010002,34.658215,47.483555,101
FG900006,34.6477,47.48415,101
FG900012,34.6608,47.49358,101
74700024,34.657181,47.487188,101
U0005039,34.655186,47.483451,101
U0005130,34.662793,47.482695,101
A1700027,34.661618,47.497071,101
41800026,34.65946,47.48339,101
10200770,34.654376,47.481533,101
J3100072,34.700661,47.474215,101
J3100071,34.68192,47.47168,101
A1700002,34.661405,47.49251,101
24800031,34.66207,47.49988,101
20000005,34.650281,47.495393,101
20000009,34.667903,47.493345,101
ENG0013,34.657531,47.483993,101
A1700024,34.66076,47.493615,101
10200390,34.697703,47.466723,101
20000018,34.64822,47.50396,101
10200703,34.658336,47.4901,101
41800034,34.654426,47.499126,101
13900824,34.66751,47.49441,101
J3100077,34.66889,47.47308,101
FG900015,34.62567,47.43722,102
10200716,34.600843,47.441266,102
FG900005,34.58777,47.44359,102
FG900003,34.65375,47.43691,102
U0030954,34.63795,47.43572,102
10200406,34.601735,47.44103,102
10200330,34.63849,47.435531,102
10200407,34.620783,47.42516,102
S7800030,34.600521,47.440331,102
74100662,34.616256,47.423535,102
20000021,34.613671,47.433516,102
74100663,34.618368,47.428256,102
U0030942,34.63182,47.41749,102
10200405,34.603533,47.43179,102
74100661,34.651275,47.436518,102
10200673,34.333431,47.250036,103
10200677,34.357803,47.250125,103
10200669,34.333948,47.249743,103
GV100005,34.359858,47.241613,103
R5800135,34.328478,47.25393,103
R5800136,34.33813,47.243398,103
R5800134,34.333331,47.2544,103
R5800133,34.333355,47.254406,103
GS900036,34.31136,47.26255,103
10200331,34.330126,47.24399,103
R5800128,34.322201,47.258001,103
U0035037,34.333051,47.250211,103
GS900012,34.353153,47.244847,103
U0035035,34.35564,47.234278,103
V1800002,34.311356,47.262548,103
29600013,34.33339,47.254398,103
29600012,34.333466,47.25283,103
U0035040,34.335458,47.26092,103
20010045,34.359725,47.433541,104
20010043,34.384373,47.439436,104
20000031,34.343935,47.428083,104
20010040,34.33377,47.440598,104
U0031028,34.3343,47.438651,104
10200383,34.359913,47.437899,104
U0030970,34.335033,47.439255,104
13902179,34.34656,47.46618,104
10200335,34.334976,47.43861,104
U0030974,34.373425,47.433191,104
20000011,35.375873,46.938611,105
33510104,35.407636,46.968155,105
10200620,35.403061,46.964718,105
10200618,35.433541,46.972426,105
GB000002,35.440592,46.948583,105
10200617,35.43351,46.972421,105
10200616,35.422505,46.975896,105
13900822,35.441456,46.94734,105
13900823,35.440506,46.948221,105
33510002,35.38925,46.938116,105
J3100223,35.407983,46.968121,105
10200339,35.440616,46.948431,105
J3100046,35.44035,46.948193,105
J3100047,35.402975,46.964778,105
10200368,33.943405,47.1882,106
V1800014,33.963,47.196,106
R5800361,33.94033,47.179878,106
R5800127,33.934688,47.170698,106
R5800267,33.946826,47.153778,106
GV100043,33.93165,47.158614,106
V1800029,33.931876,47.164531,106
GV100027,33.923563,47.164829,106
GS900033,33.932046,47.167426,106
R5800131,33.942398,47.179958,106
QG700023,33.946826,47.153778,106
QG700019,33.944633,47.17311,106
10200352,33.930897,47.168996,106
10200363,33.928058,47.169501,106
15900029,33.948938,47.159241,106
R5800014,33.919173,47.157443,106
15900028,33.953516,47.180465,106
QG800036,33.938916,47.165967,106
R5800015,33.929281,47.154383,106
15900049,33.92797,47.169486,106
10200362,33.934633,47.17207,106
15900030,33.944425,47.16215,106
37800013,33.933446,47.165903,106
R5800013,33.94228,47.179978,106
V1800013,33.921105,47.15844,106
R5800176,33.994745,47.219923,107
R5800259,33.997631,47.23547,107
10200367,33.991693,47.219347,107
R5800177,33.999598,47.23544,107
20010012,34.513213,47.479925,108
20000024,34.393041,47.499183,108
20000023,34.411496,47.497733,108
FG900010,34.37777,47.48658,108
20010047,34.516238,47.482796,108
Q2500034,34.409435,47.468035,108
20000022,34.503633,47.477403,108
NF700005,34.411431,47.489033,108
33510005,34.41955,47.467791,108
33510006,34.413246,47.484593,108
20000032,34.416406,47.485841,108
20010046,34.493238,47.484933,108
Q2500033,34.428838,47.485165,108
74100579,34.508098,47.485923,108
13902176,34.51268,47.485593,108
10200720,34.501786,47.494176,108
74700026,34.416368,47.48603,108
13902505,34.417805,47.486903,108
13902503,34.414811,47.481895,108
13902502,34.40235,47.49111,108
10200721,34.52603,47.481085,108
10200723,34.494305,47.480893,108
13900830,34.413756,47.480401,108
10200725,34.483746,47.482456,108
84300348,34.462623,47.486048,108
84300352,34.397986,47.49774,108
84300354,34.411181,47.48852,108
U0028427,34.411828,47.488705,108
J3100255,34.394458,47.486106,108
J3100265,34.418203,47.476106,108
10200726,34.480946,47.491193,108
10200718,34.50793,47.48592,108
J3100292,34.41175,47.489433,108
U0060165,34.407686,47.477501,108
J3100138,34.392781,47.49934,108
10200376,34.423323,47.495926,108
10200379,34.428485,47.485283,108
10200381,34.41102,47.488698,108
13902136,34.481441,47.487383,108
33510110,34.441755,47.485725,108
10200410,34.516805,47.479905,108
10200413,34.536155,47.479333,108
10200415,34.493045,47.489553,108
S8500021,35.371291,46.372046,109
S8500030,35.335643,46.367913,109
S8500020,35.368938,46.370029,109
S8500017,35.335971,46.367555,109
S8500029,35.342813,46.367271,109
ZZ800003,35.368718,46.37582,109
J3100118,35.344046,46.368381,109
J3100109,35.37371,46.37377,109
S8400018,35.352231,46.364783,109
S8500027,35.364661,46.369541,109
ZZ800004,35.378104,46.376257,109
10200431,35.347895,46.36988,109
10200436,35.33556,46.367853,109
10200440,35.287411,46.499965,110
10200446,35.37105,46.746616,111
20000036,35.371011,46.746693,111
10200482,35.868736,46.811748,112
R5800344,34.749903,46.33082,113
10200501,34.749026,46.330113,113
10200502,34.748483,46.330708,113
10200508,34.756858,46.364569,113
13902257,34.745636,46.325275,113
13902254,34.749311,46.336621,113
V1800039,34.75188,46.334725,113
R5800352,34.748915,46.330506,113
F3600171,34.753853,46.32568,113
10200511,34.680346,46.33122,114
10200514,34.860741,46.250774,115
10200516,34.862276,46.249686,115
10200515,34.858928,46.254753,115
GS900024,34.870948,46.268515,115
R5800305,34.858243,46.263776,115
10200512,34.85829,46.263968,115
13902501,35.299093,46.792436,116
13900854,35.30085,46.792905,116
JZ200014,35.28483,46.78266,116
10200523,35.275781,46.783666,116
20010033,35.257463,46.648525,117
13900846,35.255451,46.650905,117
10200529,35.249068,46.657958,117
10200528,35.24188,46.664963,117
10200527,35.248658,46.658508,117
10200526,35.248953,46.657885,117
J3100252,34.953091,46.507391,118
10200532,34.947525,46.500895,118
33510082,34.95367,46.507153,118
R5800299,34.947176,46.500878,118
10200534,34.786834,46.478891,119
R5800320,34.786384,46.48124,119
10200537,34.672706,46.493935,120
F3600201,34.671895,46.492928,120
10200539,34.864163,46.504451,121
J3100096,35.018106,46.651551,122
Q2500025,35.019685,46.651353,122
J3100200,35.021925,46.64213,122
J3100097,35.017685,46.65134,122
10200548,35.0033,46.674213,122
J3100091,34.848625,46.583961,123
10200549,34.848695,46.584568,123
20000053,34.851181,46.584866,123
10200556,34.780746,46.67947,124
10200557,34.780713,46.679458,124
10200560,35.119665,46.829261,125
10200561,35.116788,46.828476,125
10200564,34.981611,46.810583,126
10200566,34.636198,46.781555,127
10200572,34.239092,46.670475,128
13902315,34.378883,46.940958,129
R5800336,34.378966,46.940975,129
10200575,34.404383,46.916943,129
R5800282,34.37899,46.940936,129
R5800284,34.399,46.915,129
R5800286,34.399166,46.923158,129
R5800319,34.379536,46.94009,129
R5800324,34.384279,46.936263,129
R5800339,34.405,46.903,129
J3100106,35.203088,46.898638,130
JZ200004,35.201225,46.898384,130
J3100124,35.212638,46.89059,130
10200588,35.210713,46.89466,130
J3100107,35.203513,46.900406,130
10200589,35.16842,46.954933,131
10200611,35.65381,46.954026,132
J3100049,35.651396,46.950246,132
10200613,35.600855,47.032896,133
10200614,35.507293,47.085415,134
10200615,35.520451,47.07999,134
S7800068,34.831401,46.883393,135
10200622,34.853753,46.9003,135
10200624,34.853883,46.900345,135
10200623,34.911048,47.105911,136
J3100031,34.618723,47.082411,137
10200639,34.618913,47.08253,137
20010037,34.715965,47.016395,138
10200640,34.716623,47.016803,138
10200642,34.644288,46.987941,139
10200663,34.097995,47.331556,140
10200678,34.403003,47.23242,141
10200682,34.415197,47.063964,142
10200683,34.488127,47.076643,143
R5800354,34.501173,47.07723,143
13902269,34.626613,47.368786,144
J3100073,34.624828,47.367895,144
10200688,34.626473,47.369163,144
10200745,34.66104,49.49929,145
J4900282,34.66597,49.495633,145
B8400118,33.526745,47.483873,146
13902190,33.522113,47.494375,146
R5800408,33.531708,47.489451,146
13902197,33.532096,47.48994,146
13902202,33.531336,47.48896,146
R5800409,33.534456,47.489223,146
B8400117,33.533325,47.489345,146
B8400112,33.531761,47.489955,146
GV100017,33.529008,47.48867,146
R5800410,33.530798,47.494903,146
R5800411,33.537096,47.505121,146
R5800438,33.531646,47.49018,146
R5800439,33.542332,47.489861,146
QG800018,33.531375,47.489317,146
10300007,33.524321,47.487585,146
R5800407,33.527233,47.48374,146
GS900002,33.529114,47.519867,146
13902195,33.53158,47.490036,146
13902151,33.708038,48.41751,147
13902019,33.690901,48.42079,147
S7400029,33.716967,48.407186,147
S7400030,33.710616,48.398121,147
10300016,33.693461,48.4157,147
10300247,33.767681,48.405265,147
10300017,33.708498,48.413131,147
10300246,33.744008,48.422913,147
13902148,33.712658,48.418095,147
13902149,33.720628,48.424008,147
10300018,33.708453,48.40571,147
13902150,33.718553,48.41275,147
30800051,33.74521,48.43458,147
NF400005,33.713425,48.41432,147
13902159,33.696286,48.403646,147
FG500016,33.658843,48.427543,147
30800067,33.706473,48.403868,147
13902160,33.708135,48.399221,147
13902162,33.704715,48.394876,147
13902163,33.706291,48.396306,147
13902154,33.701028,48.416671,147
13902166,33.708565,48.4053,147
13902167,33.707846,48.408425,147
13902169,33.706313,48.412611,147
13902171,33.703555,48.412336,147
13902157,33.681928,48.407646,147
FG500002,33.740505,48.42413,147
13902153,33.702918,48.416477,147
13902173,33.71988,48.415153,147
13902174,33.708948,48.41402,147
13902175,33.706295,48.409555,147
30800083,33.706295,48.412606,147
13902158,33.680601,48.403398,147
13902092,33.740315,48.424061,147
A0300118,33.707923,48.407813,147
Q1700007,33.678027,48.418477,147
A0300098,33.731173,48.416573,147
36200023,33.708963,48.404133,147
A0300093,33.767683,48.405276,147
Q1700006,33.696406,48.409156,147
36200009,33.733426,48.422978,147
13901524,33.258008,47.695921,148
NF600025,33.274994,47.685126,148
FG800014,33.267546,47.691306,148
FG800019,33.271896,47.699365,148
12210006,33.264241,47.685376,148
A1200014,33.263633,47.683423,148
36200010,33.264023,47.684616,148
36200050,33.258981,47.689848,148
10300040,33.278878,47.697758,148
NF600024,33.26386,47.684137,148
13901509,33.274488,47.692073,148
13901511,33.264325,47.685688,148
13901516,33.256268,47.669268,148
13901520,33.268261,47.692903,148
13901522,33.253243,47.701551,148
36200028,33.26349,47.683465,148
A1200119,33.265963,47.682178,148
S7100021,33.255444,47.671861,148
12210074,33.25906,47.689873,148
10300031,33.278926,47.689901,148
10300033,33.270456,47.697041,148
10300029,33.264111,47.681176,148
12210075,33.265171,47.681661,148
S0600068,33.11995,47.643278,149
10300046,33.121116,47.666493,149
10300053,32.785533,47.971321,150
10300054,32.786973,47.971956,150
12010120,32.84965,47.7544,151
12010119,32.85687,47.753173,151
10300055,32.849286,47.752245,151
10300057,32.973788,47.777668,152
S4800018,32.973535,47.778526,152
R5800178,33.27264,47.286173,153
13901744,33.295235,47.318655,153
13901743,33.293875,47.320406,153
10300064,33.284593,47.314633,153
R5800040,33.27831,47.297518,153
R5800079,33.28352,47.350303,153
13901740,33.310321,47.331303,153
13901741,33.305195,47.331256,153
13901742,33.30397,47.329143,153
10300063,33.295148,47.318636,153
10300066,33.295218,47.312105,153
R5800264,33.29937,47.312338,153
B8400102,33.301951,47.32493,153
GV100029,33.293755,47.319844,153
QG800035,33.295353,47.319178,153
B8400105,33.28827,47.317006,153
10300062,33.29146,47.319593,153
10300058,33.294495,47.319538,153
B8400106,33.289186,47.318841,153
B8400107,33.296551,47.318223,153
R5800007,33.425178,47.172291,154
10300089,33.421866,47.171655,154
R5800008,33.424461,47.172888,154
12210110,33.49732,47.824768,155
FG700006,33.496102,47.8272,155
10300106,33.501828,47.822013,155
S7600023,33.49163,47.832988,155
13901547,33.501646,47.822475,155
A1200055,33.502095,47.821755,155
10300109,33.094686,47.980701,156
12210099,33.097473,47.97793,156
10300108,33.093193,47.980491,156
10300111,33.580966,47.840363,157
S0600078,33.580495,47.85093,157
10300114,33.579528,47.841075,157
S7400010,33.292115,48.068896,158
S0600067,33.286171,48.072138,158
13901751,33.283841,48.037066,158
S0600012,33.281548,48.060495,158
A1200061,33.281545,48.060501,158
S2800011,33.28161,48.060678,158
S2800012,33.281613,48.06068,158
A1200060,33.3066,48.083891,158
S7400011,33.281615,48.060678,158
A1200062,33.280908,48.059281,158
10300433,33.282283,48.067606,158
S7400012,33.281615,48.060678,158
S7400016,33.310245,48.069895,158
S7400014,33.299705,48.07208,158
12210096,33.281545,48.060501,158
S7400013,33.281616,48.06068,158
12210102,33.292926,48.050316,158
12210103,33.281541,48.060501,158
12210104,33.301551,48.08107,158
12210106,33.299593,48.07209,158
13901759,33.274068,48.030248,158
12210107,33.27372,48.030811,158
FG800018,33.294356,48.052841,158
FG800008,33.295612,48.054218,158
S7400017,33.284525,48.038373,158
10300126,33.281545,48.060501,158
S7400015,33.293923,48.050721,158
S0600014,33.526725,47.977401,159
S0600008,33.529148,47.955526,159
13901549,33.525633,47.955428,159
10300130,33.5303,47.956926,159
S0600039,33.526911,47.976865,159
36200031,33.52748,47.964528,159
FG600010,33.519698,47.979954,159
S0600003,33.527476,47.960788,159
10300133,33.230661,47.997925,160
12210108,33.230408,47.998343,160
10300134,33.232517,47.995986,160
10300170,32.66024,48.175183,161
10300174,32.803525,48.257651,162
10300207,32.456636,47.811725,163
10300210,32.518918,48.112458,164
S6800025,32.646406,47.968995,165
22700049,32.6561,47.971616,165
10300214,32.648305,47.970595,165
10300215,32.44976,47.965036,166
A0300136,33.867413,48.049295,167
30800036,33.869546,48.050733,167
13901398,33.871,48.047636,167
13901393,33.889101,48.064313,167
13901392,33.872675,48.05284,167
13901389,33.866083,48.047881,167
13901386,33.861375,48.044681,167
30800035,33.873664,48.047175,167
10300274,33.861528,48.044646,167
10300266,33.86411,48.046266,167
30800034,33.871685,48.048111,167
36200032,33.84374,48.039905,167
12210024,33.87785,48.045723,167
NF400009,33.886433,48.064689,167
Q1700003,33.87368,48.043763,167
FG400003,33.8711,48.047636,167
13901755,33.838598,48.03133,167
S7300012,33.827065,48.03112,167
13901729,33.86608,48.04788,167
13901732,33.877808,48.043913,167
NF300026,33.778902,47.963128,168
10300288,33.778901,47.963151,168
30800029,33.778806,47.962871,168
10300299,33.129313,47.864051,169
10300428,33.128153,47.864756,169
10300300,33.530766,47.73117,170
10300303,33.533013,47.731418,170
13901505,33.530195,47.731035,170
10300304,33.529145,47.731168,170
10300307,33.416538,47.808061,171
A1200081,33.411883,47.787113,171
10300308,33.416598,47.80801,171
10300310,33.404333,47.704676,172
10300314,33.483873,47.713443,173
FG800016,33.471294,47.732858,173
S7600038,33.48393,47.717751,173
S7600039,33.484301,47.713746,173
10300316,33.002081,47.859148,174
S4800017,33.001841,47.858651,174
R5800154,33.214736,47.336928,175
R5800126,33.194196,47.346811,175
B8400103,33.19178,47.347038,175
10300317,33.197988,47.350753,175
R5800155,33.21273,47.339801,175
R5800006,33.199143,47.351073,175
S0600046,32.411258,47.856116,176
10300351,32.418613,47.874121,176
Q2200013,33.42151,47.939445,177
Q2200014,33.425923,47.913313,177
13902142,33.516816,48.07293,177
13902145,33.51175,48.076113,177
13902125,33.43672,47.979136,177
KY00443,33.355713,47.902283,177
KY00299,33.350051,47.905455,177
FF200012,33.360583,47.881488,177
FF200013,33.393778,47.901223,177
FF200011,33.407736,47.900711,177
KY00291,33.337621,47.912566,177
FF200003,33.452408,47.949285,177
Q2200012,33.382483,47.882961,177
73900063,33.342235,47.911053,177
73900052,33.38353,47.882636,177
FF200010,33.360253,47.881425,177
Q2200010,33.385161,47.908443,177
FF200009,33.406577,47.900632,177
Q2200009,33.410045,47.902573,177
FF200008,33.39004,47.881586,177
FF200007,33.360548,47.880726,177
73900051,33.356873,47.903236,177
FF200006,33.388665,47.885293,177
73900070,33.37118,47.883223,177
Q2200008,33.398985,47.917426,177
73900027,33.354211,47.901476,177
73900020,33.355675,47.902408,177
73900006,33.35378,47.901371,177
FF200005,33.394078,47.887218,177
Q2200007,33.399766,47.913105,177
Q2200004,33.422593,47.909428,177
Q2200003,33.40327,47.90581,177
Q2200002,33.349773,47.913773,177
FF200004,33.455866,47.952733,177
FF200002,33.397026,47.89961,177
FF200014,33.334278,47.893338,177
KY00123,33.327921,47.890496,177
Q2000022,33.399006,47.900518,177
74100090,33.439503,47.995479,177
KY00098,33.339513,47.901765,177
74100154,33.347528,47.839343,177
74100153,33.347331,47.839738,177
KY00044,33.29685,47.90382,177
74100152,33.347885,47.841355,177
74100149,33.377391,47.836953,177
74100148,33.368186,47.83547,177
74100147,33.363566,47.836526,177
74100143,33.423721,47.899695,177
74100135,33.476756,48.013878,177
73900079,33.39623,47.900896,177
Q2000023,33.426765,47.938045,177
74100128,33.460915,48.013158,177
74100124,33.463345,48.015675,177
74100123,33.464436,48.012236,177
FF200001,33.424627,47.899165,177
74100112,33.490925,48.002661,177
74100109,33.478118,47.999498,177
74100108,33.44276,47.999613,177
74100097,33.472547,47.999234,177
74100093,33.450173,47.999201,177
74100091,33.448346,47.993983,177
74100131,33.469951,48.017208,177
74100133,33.477288,48.013193,177
90000155,33.452945,47.914971,177
FF200016,33.408256,47.909781,177
FG800009,33.284562,47.88501,177
FG800007,33.380939,47.908353,177
FG800006,33.373976,47.904965,177
FG700033,33.452703,47.911555,177
FG700031,33.459486,47.901328,177
FG700027,33.390602,47.883905,177
FG700026,33.331495,47.830728,177
FG700025,33.345935,47.825791,177
FG700024,33.34517,47.82597,177
FG700023,33.378041,47.837438,177
FG700022,33.349596,47.842193,177
FG700021,33.359433,47.85864,177
FG700020,33.360438,47.880805,177
FG700019,33.458953,47.903664,177
FG700018,33.406432,47.9094,177
FG700016,33.409782,47.909,177
FG700012,33.45632,47.912421,177
FG600031,33.479802,48.035861,177
FG600032,33.471744,48.021615,177
FG600034,33.436548,47.97358,177
FG600035,33.476089,48.014692,177
FG600036,33.461476,48.013411,177
FG600037,33.437637,47.985515,177
FG800010,33.32258,47.925286,177
FG600038,33.508104,48.071084,177
FG600040,33.381729,47.905429,177
FG600041,33.47548,48.03034,177
FG600042,33.473536,48.028992,177
FG600044,33.47109,47.998095,177
FG700007,33.455432,47.899491,177
FG700011,33.3824,47.883267,177
FG600039,33.439804,47.974897,177
FG600030,33.473209,47.998613,177
FG800011,33.388159,47.908547,177
FG800015,33.342433,47.910467,177
13900259,33.459113,47.904545,177
13900260,33.46534,47.900891,177
13900265,33.452075,47.903351,177
13900268,33.587886,48.145775,177
13900273,33.459486,47.901328,177
13900277,33.443381,47.999618,177
13900279,33.455203,47.952103,177
13900281,33.470581,48.017173,177
13900287,33.450045,47.99934,177
13900293,33.561216,48.144358,177
13900294,33.589095,48.146471,177
13900300,33.464527,47.966899,177
13900301,33.449996,47.969188,177
13900302,33.482438,48.04713,177
13900304,33.485411,48.051263,177
13900305,33.50527,48.069455,177
13900307,33.459475,47.901095,177
FG800020,33.357876,47.875195,177
FG800021,33.393436,47.90093,177
FG800022,33.335808,47.90383,177
FG800023,33.381729,47.905429,177
FG800024,33.374713,47.904664,177
FG800025,33.345262,47.83982,177
FG800012,33.395605,47.899643,177
FG800026,33.467315,47.903005,177
FG800028,33.34424,47.908928,177
FG800029,33.34185,47.908317,177
13900316,33.402423,47.9497,177
13900314,33.43718,47.985043,177
13900310,33.481265,48.042638,177
13900309,33.480578,48.03717,177
FG800027,33.360372,47.903635,177
FG600029,33.44311,47.975166,177
FG600028,33.501088,48.066563,177
FG600027,33.4925,47.995232,177
FG400026,33.422151,47.943006,177
FG400025,33.418798,47.943315,177
FG400024,33.450866,47.956795,177
FG400023,33.453985,47.956658,177
FG400022,33.404667,47.937435,177
FG400021,33.412263,47.940145,177
FG400020,33.447935,47.967863,177
FG400019,33.442175,47.9353,177
FG400018,33.445169,47.939987,177
FG400017,33.456276,47.963726,177
FG400016,33.435536,47.965985,177
FG400015,33.447911,47.96788,177
FG400014,33.435721,47.966723,177
FG400012,33.400882,47.950795,177
FG400009,33.452978,47.968412,177
FG400008,33.43813,47.933792,177
FG400006,33.446155,47.956363,177
FF200017,33.421273,47.909489,177
42400003,33.483588,48.03498,177
U0061074,33.347863,47.841645,177
U0061080,33.312491,47.889123,177
U0061082,33.273073,47.886735,177
U0061083,33.335845,47.892265,177
FG400027,33.425461,47.939833,177
U0061103,33.341771,47.893728,177
44100004,33.483065,47.996833,177
44100008,33.488003,47.998447,177
44100009,33.452488,47.916996,177
FG300002,33.412458,47.912941,177
FG400002,33.41406,47.94324,177
FG400004,33.44275,47.9353,177
13901747,33.297978,47.938599,177
FG400028,33.425883,47.929665,177
